Entity,Code,Year,Population density
Albania,ALB,-10000,0.043759122
Albania,ALB,-9000,0.072956204
Albania,ALB,-8000,0.121605836
Albania,ALB,-7000,0.20270073
Albania,ALB,-6000,0.33781022
Albania,ALB,-5000,0.5630657
Albania,ALB,-4000,0.93843067
Albania,ALB,-3000,1.5640512
Albania,ALB,-2000,2.6067884
Albania,ALB,-1000,4.344635
Albania,ALB,0,7.2410583
Albania,ALB,100,7.248321
Albania,ALB,200,7.255584
Albania,ALB,300,7.262847
Albania,ALB,400,7.2701097
Albania,ALB,500,7.2773724
Albania,ALB,600,7.2846713
Albania,ALB,700,7.2919707
Albania,ALB,800,7.29927
Albania,ALB,900,7.29927
Albania,ALB,1000,7.29927
Albania,ALB,1100,7.29927
Albania,ALB,1200,7.29927
Albania,ALB,1300,7.29927
Albania,ALB,1400,7.29927
Albania,ALB,1500,7.29927
Albania,ALB,1600,7.29927
Albania,ALB,1700,10.948905
Albania,ALB,1710,11.365547
Albania,ALB,1720,11.782227
Albania,ALB,1730,12.198905
Albania,ALB,1740,12.615547
Albania,ALB,1750,13.032227
Albania,ALB,1760,13.448905
Albania,ALB,1770,13.865547
Albania,ALB,1780,14.282227
Albania,ALB,1790,14.698905
Albania,ALB,1800,14.59854
Albania,ALB,1801,14.663248
Albania,ALB,1802,14.728249
Albania,ALB,1803,14.79354
Albania,ALB,1804,14.859124
Albania,ALB,1805,14.925
Albania,ALB,1806,14.991168
Albania,ALB,1807,15.057628
Albania,ALB,1808,15.124379
Albania,ALB,1809,15.19146
Albania,ALB,1810,15.259088
Albania,ALB,1811,15.326752
Albania,ALB,1812,15.394671
Albania,ALB,1813,15.462919
Albania,ALB,1814,15.531496
Albania,ALB,1815,15.600328
Albania,ALB,1816,15.669489
Albania,ALB,1817,15.738978
Albania,ALB,1818,15.8087225
Albania,ALB,1819,15.879051
Albania,ALB,1820,15.949854
Albania,ALB,1821,16.021204
Albania,ALB,1822,16.093065
Albania,ALB,1823,16.165474
Albania,ALB,1824,16.238213
Albania,ALB,1825,16.311277
Albania,ALB,1826,16.384672
Albania,ALB,1827,16.458357
Albania,ALB,1828,16.53241
Albania,ALB,1829,16.606825
Albania,ALB,1830,16.681532
Albania,ALB,1831,16.756569
Albania,ALB,1832,16.83197
Albania,ALB,1833,16.907701
Albania,ALB,1834,16.983795
Albania,ALB,1835,17.060183
Albania,ALB,1836,17.136934
Albania,ALB,1837,17.21405
Albania,ALB,1838,17.291496
Albania,ALB,1839,17.369307
Albania,ALB,1840,17.447445
Albania,ALB,1841,17.52595
Albania,ALB,1842,17.604818
Albania,ALB,1843,17.684015
Albania,ALB,1844,17.763577
Albania,ALB,1845,17.843504
Albania,ALB,1846,17.923796
Albania,ALB,1847,18.004416
Albania,ALB,1848,18.085438
Albania,ALB,1849,18.184708
Albania,ALB,1850,18.302555
Albania,ALB,1851,18.44208
Albania,ALB,1852,18.600693
Albania,ALB,1853,18.778687
Albania,ALB,1854,18.958395
Albania,ALB,1855,19.139782
Albania,ALB,1856,19.322956
Albania,ALB,1857,19.507847
Albania,ALB,1858,19.694489
Albania,ALB,1859,19.882956
Albania,ALB,1860,20.073212
Albania,ALB,1861,20.265291
Albania,ALB,1862,20.459198
Albania,ALB,1863,20.654964
Albania,ALB,1864,20.85259
Albania,ALB,1865,21.052116
Albania,ALB,1866,21.253576
Albania,ALB,1867,21.456934
Albania,ALB,1868,21.662262
Albania,ALB,1869,21.86916
Albania,ALB,1870,22.077663
Albania,ALB,1871,22.287773
Albania,ALB,1872,22.499525
Albania,ALB,1873,22.712883
Albania,ALB,1874,22.928286
Albania,ALB,1875,23.14573
Albania,ALB,1876,23.365255
Albania,ALB,1877,23.586824
Albania,ALB,1878,23.81051
Albania,ALB,1879,24.03635
Albania,ALB,1880,24.264307
Albania,ALB,1881,24.494415
Albania,ALB,1882,24.726679
Albania,ALB,1883,24.961205
Albania,ALB,1884,25.19792
Albania,ALB,1885,25.436861
Albania,ALB,1886,25.678102
Albania,ALB,1887,25.921606
Albania,ALB,1888,26.167446
Albania,ALB,1889,26.417883
Albania,ALB,1890,26.672993
Albania,ALB,1891,26.932882
Albania,ALB,1892,27.197592
Albania,ALB,1893,27.467154
Albania,ALB,1894,27.739416
Albania,ALB,1895,28.014343
Albania,ALB,1896,28.292044
Albania,ALB,1897,28.572445
Albania,ALB,1898,28.855658
Albania,ALB,1899,29.13657
Albania,ALB,1900,29.41511
Albania,ALB,1901,29.691204
Albania,ALB,1902,29.964817
Albania,ALB,1903,30.235804
Albania,ALB,1904,30.50927
Albania,ALB,1905,30.785183
Albania,ALB,1906,31.063614
Albania,ALB,1907,31.344563
Albania,ALB,1908,31.628065
Albania,ALB,1909,31.898394
Albania,ALB,1910,32.155365
Albania,ALB,1911,32.398685
Albania,ALB,1912,32.628212
Albania,ALB,1913,32.843685
Albania,ALB,1914,33.060547
Albania,ALB,1915,33.27887
Albania,ALB,1916,33.49861
Albania,ALB,1917,33.71982
Albania,ALB,1918,33.93719
Albania,ALB,1919,34.147663
Albania,ALB,1920,34.35113
Albania,ALB,1921,34.547554
Albania,ALB,1922,34.73679
Albania,ALB,1923,34.918797
Albania,ALB,1924,35.101753
Albania,ALB,1925,35.285694
Albania,ALB,1926,35.470547
Albania,ALB,1927,35.65642
Albania,ALB,1928,35.843212
Albania,ALB,1929,36.0677
Albania,ALB,1930,36.330437
Albania,ALB,1931,36.63197
Albania,ALB,1932,36.97288
Albania,ALB,1933,37.353832
Albania,ALB,1934,37.738686
Albania,ALB,1935,38.127518
Albania,ALB,1936,38.520367
Albania,ALB,1937,38.917263
Albania,ALB,1938,39.31821
Albania,ALB,1939,39.737812
Albania,ALB,1940,40.176388
Albania,ALB,1941,40.634342
Albania,ALB,1942,41.112007
Albania,ALB,1943,41.609818
Albania,ALB,1944,42.11365
Albania,ALB,1945,42.62361
Albania,ALB,1946,43.13971
Albania,ALB,1947,43.66208
Albania,ALB,1948,44.190765
Albania,ALB,1949,44.872955
Albania,ALB,1950,45.542118
Albania,ALB,1951,46.582626
Albania,ALB,1952,47.750694
Albania,ALB,1953,49.03584
Albania,ALB,1954,50.404636
Albania,ALB,1955,51.783028
Albania,ALB,1956,53.168724
Albania,ALB,1957,54.66978
Albania,ALB,1958,56.34967
Albania,ALB,1959,58.212517
Albania,ALB,1960,60.196823
Albania,ALB,1961,62
Albania,ALB,1962,63.64007
Albania,ALB,1963,65.37551
Albania,ALB,1964,67.206024
Albania,ALB,1965,69.1357
Albania,ALB,1966,71.1696
Albania,ALB,1967,73.30376
Albania,ALB,1968,75.50544
Albania,ALB,1969,77.62354
Albania,ALB,1970,79.60683
Albania,ALB,1971,81.56912
Albania,ALB,1972,83.54989
Albania,ALB,1973,85.551384
Albania,ALB,1974,87.56927
Albania,ALB,1975,89.593575
Albania,ALB,1976,91.62708
Albania,ALB,1977,93.67157
Albania,ALB,1978,95.789085
Albania,ALB,1979,97.860985
Albania,ALB,1980,99.832954
Albania,ALB,1981,101.83989
Albania,ALB,1982,103.901825
Albania,ALB,1983,106.0266
Albania,ALB,1984,108.21026
Albania,ALB,1985,110.4469
Albania,ALB,1986,112.688286
Albania,ALB,1987,114.92128
Albania,ALB,1988,117.26
Albania,ALB,1989,118.99161
Albania,ALB,1990,119.63372
Albania,ALB,1991,119.80318
Albania,ALB,1992,119.79949
Albania,ALB,1993,119.62883
Albania,ALB,1994,119.321785
Albania,ALB,1995,118.92595
Albania,ALB,1996,118.45551
Albania,ALB,1997,117.87099
Albania,ALB,1998,117.15814
Albania,ALB,1999,116.372116
Albania,ALB,2000,115.55281
Albania,ALB,2001,114.88836
Albania,ALB,2002,114.382996
Albania,ALB,2003,113.79898
Albania,ALB,2004,113.08989
Albania,ALB,2005,112.26843
Albania,ALB,2006,111.34321
Albania,ALB,2007,110.32434
Albania,ALB,2008,109.23113
Albania,ALB,2009,108.083466
Albania,ALB,2010,106.887955
Albania,ALB,2011,106.259125
Albania,ALB,2012,106.20449
Albania,ALB,2013,106.11569
Albania,ALB,2014,105.976204
Albania,ALB,2015,105.78956
Albania,ALB,2016,105.761604
Albania,ALB,2017,105.77544
Albania,ALB,2018,105.62887
Albania,ALB,2019,105.29241
Albania,ALB,2020,104.81573
Albania,ALB,2021,104.00157
Albania,ALB,2022,103.197624
Albania,ALB,2023,102.615326
Albania,ALB,2024,101.88894
Albania,ALB,2025,101.14986
Albania,ALB,2026,100.402374
Albania,ALB,2027,99.679565
Albania,ALB,2028,98.96584
Albania,ALB,2029,98.24486
Albania,ALB,2030,97.51394
Albania,ALB,2031,96.78394
Albania,ALB,2032,96.06438
Albania,ALB,2033,95.3304
Albania,ALB,2034,94.573395
Albania,ALB,2035,93.81697
Albania,ALB,2036,93.054344
Albania,ALB,2037,92.27135
Albania,ALB,2038,91.48157
Albania,ALB,2039,90.670364
Albania,ALB,2040,89.84909
Albania,ALB,2041,89.03383
Albania,ALB,2042,88.22135
Albania,ALB,2043,87.414856
Albania,ALB,2044,86.61544
Albania,ALB,2045,85.81321
Albania,ALB,2046,84.99806
Albania,ALB,2047,84.192406
Albania,ALB,2048,83.388466
Albania,ALB,2049,82.57485
Albania,ALB,2050,81.758026
Albania,ALB,2051,80.949486
Albania,ALB,2052,80.14011
Albania,ALB,2053,79.31854
Albania,ALB,2054,78.495255
Albania,ALB,2055,77.675
Albania,ALB,2056,76.86412
Albania,ALB,2057,76.05723
Albania,ALB,2058,75.25358
Albania,ALB,2059,74.451935
Albania,ALB,2060,73.649635
Albania,ALB,2061,72.854126
Albania,ALB,2062,72.0638
Albania,ALB,2063,71.27051
Albania,ALB,2064,70.47825
Albania,ALB,2065,69.689415
Albania,ALB,2066,68.91069
Albania,ALB,2067,68.13343
Albania,ALB,2068,67.350586
Albania,ALB,2069,66.573105
Albania,ALB,2070,65.79646
Albania,ALB,2071,65.01496
Albania,ALB,2072,64.22905
Albania,ALB,2073,63.442444
Albania,ALB,2074,62.645145
Albania,ALB,2075,61.838833
Albania,ALB,2076,61.040474
Albania,ALB,2077,60.239086
Albania,ALB,2078,59.433174
Albania,ALB,2079,58.630657
Albania,ALB,2080,57.82139
Albania,ALB,2081,57.003357
Albania,ALB,2082,56.181824
Albania,ALB,2083,55.357117
Albania,ALB,2084,54.536167
Albania,ALB,2085,53.721607
Albania,ALB,2086,52.915
Albania,ALB,2087,52.12091
Albania,ALB,2088,51.335148
Albania,ALB,2089,50.557407
Albania,ALB,2090,49.79646
Albania,ALB,2091,49.053284
Albania,ALB,2092,48.328213
Albania,ALB,2093,47.623394
Albania,ALB,2094,46.939564
Albania,ALB,2095,46.277775
Albania,ALB,2096,45.63606
Albania,ALB,2097,45.013176
Albania,ALB,2098,44.40814
Albania,ALB,2099,43.82051
Albania,ALB,2100,43.24814
Andorra,AND,-10000,0.05319149
Andorra,AND,-9000,0.07234043
Andorra,AND,-8000,0.095744684
Andorra,AND,-7000,0.12978724
Andorra,AND,-6000,0.17234042
Andorra,AND,-5000,0.23404256
Andorra,AND,-4000,0.32553193
Andorra,AND,-3000,0.4680851
Andorra,AND,-2000,0.7234042
Andorra,AND,-1000,1.2659575
Andorra,AND,0,2.593617
Andorra,AND,100,2.6446807
Andorra,AND,200,2.7
Andorra,AND,300,2.755319
Andorra,AND,400,2.8106382
Andorra,AND,500,2.8680851
Andorra,AND,600,2.9276595
Andorra,AND,700,2.987234
Andorra,AND,800,3.0468085
Andorra,AND,900,3.1106384
Andorra,AND,1000,3.174468
Andorra,AND,1100,3.238298
Andorra,AND,1200,3.3042552
Andorra,AND,1300,3.3723404
Andorra,AND,1400,3.4404256
Andorra,AND,1500,3.5106382
Andorra,AND,1600,3.5829787
Andorra,AND,1700,3.6553192
Andorra,AND,1710,3.848936
Andorra,AND,1720,4.051064
Andorra,AND,1730,4.2638297
Andorra,AND,1740,4.489362
Andorra,AND,1750,4.725532
Andorra,AND,1760,4.974468
Andorra,AND,1770,5.2361703
Andorra,AND,1780,5.510638
Andorra,AND,1790,5.802128
Andorra,AND,1800,5.6468086
Andorra,AND,1801,5.6468086
Andorra,AND,1802,5.6468086
Andorra,AND,1803,5.6468086
Andorra,AND,1804,5.6468086
Andorra,AND,1805,5.6468086
Andorra,AND,1806,5.6468086
Andorra,AND,1807,5.6468086
Andorra,AND,1808,5.6468086
Andorra,AND,1809,5.6468086
Andorra,AND,1810,5.6468086
Andorra,AND,1811,5.6468086
Andorra,AND,1812,5.6468086
Andorra,AND,1813,5.6468086
Andorra,AND,1814,5.6468086
Andorra,AND,1815,5.6468086
Andorra,AND,1816,5.6468086
Andorra,AND,1817,5.6468086
Andorra,AND,1818,5.6468086
Andorra,AND,1819,5.655319
Andorra,AND,1820,5.6702127
Andorra,AND,1821,5.6957445
Andorra,AND,1822,5.7276597
Andorra,AND,1823,5.768085
Andorra,AND,1824,5.808511
Andorra,AND,1825,5.848936
Andorra,AND,1826,5.8914895
Andorra,AND,1827,5.931915
Andorra,AND,1828,5.974468
Andorra,AND,1829,6.017021
Andorra,AND,1830,6.0595746
Andorra,AND,1831,6.1021276
Andorra,AND,1832,6.144681
Andorra,AND,1833,6.187234
Andorra,AND,1834,6.231915
Andorra,AND,1835,6.2765956
Andorra,AND,1836,6.319149
Andorra,AND,1837,6.3638296
Andorra,AND,1838,6.4106383
Andorra,AND,1839,6.455319
Andorra,AND,1840,6.5
Andorra,AND,1841,6.5468087
Andorra,AND,1842,6.593617
Andorra,AND,1843,6.638298
Andorra,AND,1844,6.6851063
Andorra,AND,1845,6.7340426
Andorra,AND,1846,6.780851
Andorra,AND,1847,6.8297873
Andorra,AND,1848,6.876596
Andorra,AND,1849,6.925532
Andorra,AND,1850,6.974468
Andorra,AND,1851,7.019149
Andorra,AND,1852,7.0659575
Andorra,AND,1853,7.110638
Andorra,AND,1854,7.157447
Andorra,AND,1855,7.2021275
Andorra,AND,1856,7.248936
Andorra,AND,1857,7.295745
Andorra,AND,1858,7.342553
Andorra,AND,1859,7.3914895
Andorra,AND,1860,7.4382977
Andorra,AND,1861,7.487234
Andorra,AND,1862,7.5340424
Andorra,AND,1863,7.5829787
Andorra,AND,1864,7.631915
Andorra,AND,1865,7.6829786
Andorra,AND,1866,7.731915
Andorra,AND,1867,7.780851
Andorra,AND,1868,7.831915
Andorra,AND,1869,7.882979
Andorra,AND,1870,7.9340425
Andorra,AND,1871,7.9851065
Andorra,AND,1872,8.03617
Andorra,AND,1873,8.0872345
Andorra,AND,1874,8.140426
Andorra,AND,1875,8.193617
Andorra,AND,1876,8.24468
Andorra,AND,1877,8.297873
Andorra,AND,1878,8.353191
Andorra,AND,1879,8.406383
Andorra,AND,1880,8.459575
Andorra,AND,1881,8.514894
Andorra,AND,1882,8.570212
Andorra,AND,1883,8.625532
Andorra,AND,1884,8.680851
Andorra,AND,1885,8.73617
Andorra,AND,1886,8.793617
Andorra,AND,1887,8.851064
Andorra,AND,1888,8.906383
Andorra,AND,1889,8.96383
Andorra,AND,1890,9.023404
Andorra,AND,1891,9.080851
Andorra,AND,1892,9.138298
Andorra,AND,1893,9.197872
Andorra,AND,1894,9.257447
Andorra,AND,1895,9.317021
Andorra,AND,1896,9.3765955
Andorra,AND,1897,9.438298
Andorra,AND,1898,9.497872
Andorra,AND,1899,9.559574
Andorra,AND,1900,9.621277
Andorra,AND,1901,9.682979
Andorra,AND,1902,9.746808
Andorra,AND,1903,9.808511
Andorra,AND,1904,9.87234
Andorra,AND,1905,9.936171
Andorra,AND,1906,10
Andorra,AND,1907,10.063829
Andorra,AND,1908,10.129787
Andorra,AND,1909,10.217021
Andorra,AND,1910,10.329787
Andorra,AND,1911,10.468085
Andorra,AND,1912,10.629787
Andorra,AND,1913,10.819149
Andorra,AND,1914,11.012766
Andorra,AND,1915,11.20851
Andorra,AND,1916,11.406383
Andorra,AND,1917,11.608511
Andorra,AND,1918,11.823404
Andorra,AND,1919,11.951064
Andorra,AND,1920,11.993617
Andorra,AND,1921,11.951064
Andorra,AND,1922,11.823404
Andorra,AND,1923,11.608511
Andorra,AND,1924,11.4
Andorra,AND,1925,11.193617
Andorra,AND,1926,10.991489
Andorra,AND,1927,10.793617
Andorra,AND,1928,10.597873
Andorra,AND,1929,10.465958
Andorra,AND,1930,10.393617
Andorra,AND,1931,10.382978
Andorra,AND,1932,10.434043
Andorra,AND,1933,10.544681
Andorra,AND,1934,10.657447
Andorra,AND,1935,10.770213
Andorra,AND,1936,10.885106
Andorra,AND,1937,11
Andorra,AND,1938,11.117022
Andorra,AND,1939,11.234042
Andorra,AND,1940,11.355319
Andorra,AND,1941,11.474468
Andorra,AND,1942,11.595745
Andorra,AND,1943,11.719149
Andorra,AND,1944,11.844681
Andorra,AND,1945,11.970213
Andorra,AND,1946,12.097873
Andorra,AND,1947,12.225532
Andorra,AND,1948,12.355319
Andorra,AND,1949,12.538298
Andorra,AND,1950,12.8042555
Andorra,AND,1951,12.431915
Andorra,AND,1952,11.646809
Andorra,AND,1953,11.374468
Andorra,AND,1954,11.96383
Andorra,AND,1955,13.16383
Andorra,AND,1956,14.4425535
Andorra,AND,1957,15.787234
Andorra,AND,1958,17.212767
Andorra,AND,1959,18.710638
Andorra,AND,1960,20.280851
Andorra,AND,1961,21.929787
Andorra,AND,1962,23.631914
Andorra,AND,1963,25.395744
Andorra,AND,1964,27.204256
Andorra,AND,1965,29.053192
Andorra,AND,1966,31.168085
Andorra,AND,1967,33.744682
Andorra,AND,1968,36.595745
Andorra,AND,1969,39.531914
Andorra,AND,1970,42.548935
Andorra,AND,1971,45.67234
Andorra,AND,1972,48.887234
Andorra,AND,1973,52.217022
Andorra,AND,1974,55.64468
Andorra,AND,1975,59.14681
Andorra,AND,1976,62.67447
Andorra,AND,1977,66.223404
Andorra,AND,1978,69.69575
Andorra,AND,1979,73.03404
Andorra,AND,1980,76.17447
Andorra,AND,1981,79.13617
Andorra,AND,1982,82.52128
Andorra,AND,1983,86.353195
Andorra,AND,1984,89.98085
Andorra,AND,1985,93.29149
Andorra,AND,1986,97.357445
Andorra,AND,1987,101.4383
Andorra,AND,1988,105.18936
Andorra,AND,1989,107.740425
Andorra,AND,1990,111.94894
Andorra,AND,1991,120.62128
Andorra,AND,1992,128.11916
Andorra,AND,1993,134.66595
Andorra,AND,1994,137.51064
Andorra,AND,1995,136.03192
Andorra,AND,1996,136.18724
Andorra,AND,1997,137.70425
Andorra,AND,1998,139.1468
Andorra,AND,1999,139.85532
Andorra,AND,2000,139.79361
Andorra,AND,2001,140.15744
Andorra,AND,2002,141.54893
Andorra,AND,2003,147.88724
Andorra,AND,2004,158.17447
Andorra,AND,2005,164.75745
Andorra,AND,2006,169.38084
Andorra,AND,2007,174.25533
Andorra,AND,2008,177.68724
Andorra,AND,2009,178.52766
Andorra,AND,2010,171.75745
Andorra,AND,2011,165.53404
Andorra,AND,2012,163.52766
Andorra,AND,2013,160.04256
Andorra,AND,2014,156.92554
Andorra,AND,2015,153.60425
Andorra,AND,2016,153.61064
Andorra,AND,2017,156.98085
Andorra,AND,2018,159.9617
Andorra,AND,2019,162.74681
Andorra,AND,2020,164.67659
Andorra,AND,2021,166.75533
Andorra,AND,2022,169.62128
Andorra,AND,2023,172.05957
Andorra,AND,2024,174.37021
Andorra,AND,2025,176.42766
Andorra,AND,2026,178.24467
Andorra,AND,2027,179.74467
Andorra,AND,2028,180.79149
Andorra,AND,2029,181.62979
Andorra,AND,2030,182.32553
Andorra,AND,2031,182.76808
Andorra,AND,2032,182.98297
Andorra,AND,2033,183.14043
Andorra,AND,2034,183.2383
Andorra,AND,2035,183.38084
Andorra,AND,2036,183.2617
Andorra,AND,2037,183.03192
Andorra,AND,2038,182.88724
Andorra,AND,2039,182.67235
Andorra,AND,2040,182.30852
Andorra,AND,2041,181.88724
Andorra,AND,2042,181.4851
Andorra,AND,2043,180.91702
Andorra,AND,2044,180.19788
Andorra,AND,2045,179.37021
Andorra,AND,2046,178.58298
Andorra,AND,2047,177.72128
Andorra,AND,2048,176.82979
Andorra,AND,2049,175.86809
Andorra,AND,2050,174.91914
Andorra,AND,2051,173.80212
Andorra,AND,2052,172.5383
Andorra,AND,2053,171.21063
Andorra,AND,2054,169.74893
Andorra,AND,2055,168.23192
Andorra,AND,2056,166.6851
Andorra,AND,2057,165.08086
Andorra,AND,2058,163.45107
Andorra,AND,2059,161.78511
Andorra,AND,2060,160.0766
Andorra,AND,2061,158.32765
Andorra,AND,2062,156.59575
Andorra,AND,2063,154.84256
Andorra,AND,2064,153.06808
Andorra,AND,2065,151.31702
Andorra,AND,2066,149.69574
Andorra,AND,2067,148.1085
Andorra,AND,2068,146.37872
Andorra,AND,2069,144.67659
Andorra,AND,2070,143.04042
Andorra,AND,2071,141.5234
Andorra,AND,2072,140.01277
Andorra,AND,2073,138.47234
Andorra,AND,2074,136.99788
Andorra,AND,2075,135.50426
Andorra,AND,2076,134.0234
Andorra,AND,2077,132.5
Andorra,AND,2078,130.9234
Andorra,AND,2079,129.3766
Andorra,AND,2080,127.88936
Andorra,AND,2081,126.40426
Andorra,AND,2082,124.88511
Andorra,AND,2083,123.37022
Andorra,AND,2084,121.951065
Andorra,AND,2085,120.59787
Andorra,AND,2086,119.22979
Andorra,AND,2087,117.82127
Andorra,AND,2088,116.44255
Andorra,AND,2089,115.05745
Andorra,AND,2090,113.69149
Andorra,AND,2091,112.34042
Andorra,AND,2092,110.970215
Andorra,AND,2093,109.58085
Andorra,AND,2094,108.221275
Andorra,AND,2095,106.86809
Andorra,AND,2096,105.54043
Andorra,AND,2097,104.2383
Andorra,AND,2098,102.96809
Andorra,AND,2099,101.723404
Andorra,AND,2100,100.512764
Austria,AUT,-10000,0.017753271
Austria,AUT,-9000,0.019692196
Austria,AUT,-8000,0.02183713
Austria,AUT,-7000,0.024236549
Austria,AUT,-6000,0.036354825
Austria,AUT,-5000,0.048473097
Austria,AUT,-4000,0.12118275
Austria,AUT,-3000,0.2423655
Austria,AUT,-2000,0.72709644
Austria,AUT,-1000,1.2118274
Austria,AUT,0,6.0591373
Austria,AUT,100,6.665051
Austria,AUT,200,7.2709646
Austria,AUT,300,6.665051
Austria,AUT,400,6.0591373
Austria,AUT,500,5.453223
Austria,AUT,600,4.8473096
Austria,AUT,700,5.453223
Austria,AUT,800,6.0591373
Austria,AUT,900,7.2709646
Austria,AUT,1000,8.482792
Austria,AUT,1100,10.906446
Austria,AUT,1200,15.147843
Austria,AUT,1300,24.23655
Austria,AUT,1400,15.147843
Austria,AUT,1500,24.23655
Austria,AUT,1600,25.448376
Austria,AUT,1700,25.690742
Austria,AUT,1710,27.055393
Austria,AUT,1720,28.420044
Austria,AUT,1730,29.784695
Austria,AUT,1740,31.149345
Austria,AUT,1750,32.513996
Austria,AUT,1760,33.7341
Austria,AUT,1770,34.85784
Austria,AUT,1780,35.98158
Austria,AUT,1790,36.90984
Austria,AUT,1800,36.354824
Austria,AUT,1801,36.5663
Austria,AUT,1802,36.77901
Austria,AUT,1803,36.992947
Austria,AUT,1804,37.208145
Austria,AUT,1805,37.424587
Austria,AUT,1806,37.64228
Austria,AUT,1807,37.861244
Austria,AUT,1808,38.081497
Austria,AUT,1809,38.303017
Austria,AUT,1810,38.527122
Austria,AUT,1811,38.751236
Austria,AUT,1812,38.976646
Austria,AUT,1813,39.20338
Austria,AUT,1814,39.431423
Austria,AUT,1815,39.660797
Austria,AUT,1816,39.891506
Austria,AUT,1817,40.123558
Austria,AUT,1818,40.356956
Austria,AUT,1819,40.584282
Austria,AUT,1820,40.805454
Austria,AUT,1821,41.02041
Austria,AUT,1822,41.229073
Austria,AUT,1823,41.431362
Austria,AUT,1824,41.634647
Austria,AUT,1825,41.838936
Austria,AUT,1826,42.04422
Austria,AUT,1827,42.250507
Austria,AUT,1828,42.457817
Austria,AUT,1829,42.666264
Austria,AUT,1830,42.875847
Austria,AUT,1831,43.086586
Austria,AUT,1832,43.298485
Austria,AUT,1833,43.511536
Austria,AUT,1834,43.725643
Austria,AUT,1835,43.940804
Austria,AUT,1836,44.15703
Austria,AUT,1837,44.37431
Austria,AUT,1838,44.592655
Austria,AUT,1839,44.82294
Austria,AUT,1840,45.06527
Austria,AUT,1841,45.319763
Austria,AUT,1842,45.586575
Austria,AUT,1843,45.865814
Austria,AUT,1844,46.146763
Austria,AUT,1845,46.429436
Austria,AUT,1846,46.71384
Austria,AUT,1847,46.999977
Austria,AUT,1848,47.28787
Austria,AUT,1849,47.585823
Austria,AUT,1850,47.89394
Austria,AUT,1851,48.213245
Austria,AUT,1852,48.542973
Austria,AUT,1853,48.88325
Austria,AUT,1854,49.22592
Austria,AUT,1855,49.570988
Austria,AUT,1856,49.91847
Austria,AUT,1857,50.268394
Austria,AUT,1858,50.62077
Austria,AUT,1859,50.970917
Austria,AUT,1860,51.318806
Austria,AUT,1861,51.66437
Austria,AUT,1862,52.007587
Austria,AUT,1863,52.34839
Austria,AUT,1864,52.69142
Austria,AUT,1865,53.036694
Austria,AUT,1866,53.384235
Austria,AUT,1867,53.73405
Austria,AUT,1868,54.086174
Austria,AUT,1869,54.467014
Austria,AUT,1870,54.87701
Austria,AUT,1871,55.3166
Austria,AUT,1872,55.78621
Austria,AUT,1873,56.28628
Austria,AUT,1874,56.79084
Austria,AUT,1875,57.299927
Austria,AUT,1876,57.813572
Austria,AUT,1877,58.33182
Austria,AUT,1878,58.854713
Austria,AUT,1879,59.380684
Austria,AUT,1880,59.909733
Austria,AUT,1881,60.44188
Austria,AUT,1882,60.977146
Austria,AUT,1883,61.515522
Austria,AUT,1884,62.058666
Austria,AUT,1885,62.606606
Austria,AUT,1886,63.159378
Austria,AUT,1887,63.717026
Austria,AUT,1888,64.2796
Austria,AUT,1889,64.86596
Austria,AUT,1890,65.4765
Austria,AUT,1891,66.11162
Austria,AUT,1892,66.77175
Austria,AUT,1893,67.45732
Austria,AUT,1894,68.14992
Austria,AUT,1895,68.84961
Austria,AUT,1896,69.55651
Austria,AUT,1897,70.27065
Austria,AUT,1898,70.992134
Austria,AUT,1899,71.720985
Austria,AUT,1900,72.4573
Austria,AUT,1901,73.201126
Austria,AUT,1902,73.95256
Austria,AUT,1903,74.71167
Austria,AUT,1904,75.47858
Austria,AUT,1905,76.25336
Austria,AUT,1906,77.03609
Austria,AUT,1907,77.82685
Austria,AUT,1908,78.625725
Austria,AUT,1909,79.229385
Austria,AUT,1910,79.63629
Austria,AUT,1911,79.844925
Austria,AUT,1912,79.85373
Austria,AUT,1913,79.66114
Austria,AUT,1914,79.469
Austria,AUT,1915,79.277336
Austria,AUT,1916,79.086136
Austria,AUT,1917,78.89539
Austria,AUT,1918,78.70364
Austria,AUT,1919,78.60514
Austria,AUT,1920,78.59996
Austria,AUT,1921,78.68823
Austria,AUT,1922,78.87003
Austria,AUT,1923,79.145454
Austria,AUT,1924,79.42186
Austria,AUT,1925,79.69921
Austria,AUT,1926,79.97755
Austria,AUT,1927,80.25684
Austria,AUT,1928,80.53712
Austria,AUT,1929,80.76682
Austria,AUT,1930,80.945755
Austria,AUT,1931,81.07373
Austria,AUT,1932,81.150536
Austria,AUT,1933,81.175995
Austria,AUT,1934,81.20147
Austria,AUT,1935,81.22694
Austria,AUT,1936,81.252426
Austria,AUT,1937,81.27791
Austria,AUT,1938,81.30342
Austria,AUT,1939,81.378815
Austria,AUT,1940,81.50429
Austria,AUT,1941,81.68003
Austria,AUT,1942,81.90623
Austria,AUT,1943,82.18307
Austria,AUT,1944,82.46083
Austria,AUT,1945,82.73954
Austria,AUT,1946,83.019196
Austria,AUT,1947,83.2998
Austria,AUT,1948,83.58134
Austria,AUT,1949,83.834015
Austria,AUT,1950,84.05785
Austria,AUT,1951,83.98552
Austria,AUT,1952,83.946365
Austria,AUT,1953,84.004875
Austria,AUT,1954,84.099525
Austria,AUT,1955,84.18154
